PROVNUM	NETWORK	FACNAME	PHYADDR1	PHYADDR2	PHYCITY	PHYSTATE	PHYZIP	PHONENUM	SHIFT	CHAINYN	CHAINNAM	OWNTYPE	CERTDATE	TOTSTAS	HD	PD	HOMEHD	PURR_F	URRG65_F	URRG65_C	URRG65_U	URRG65_S	HGBRD_F	HGBL10_F	HGBL10_C	HGBG12_F	HGBG12_C	HGBL10_U	HGBL10_S	HGBG12_U	HGBG12_S	PTSURV_F	PTSURV_C	PTSURVU1	PTSURVU2	PTSURVU3	PTSURVS1	PTSURVS2	PTSURVS3	CNTYNAME	DATE_CLAIMS	HDKTVPM_F	HDKTV12_C	HDKTVPM12_F	HDKTVPM12_S	HDKTVPM12_U	PDKTVPM_F	PDKTV17_C	PDKTVPM17_F	PDKTVPM17_S	PDKTVPM17_U	PHDKTVPM_F	PHDKTV12_C	PHDKTVPM12_F	PHDKTVPM12_S	PHDKTVPM12_U	VAHDPM_F	VAVF_C	VAVF_F	VAVF_S	VAVF_U	VCG90_C	VCG90_F	VCG90_S	VCG90_U	DATE_SMR	DYZ_F	SMRZ_F	CHIMZ_F	CLOMZ_F	DATE_SHR	HDY_F	PTHOSP_C	SHRTY4_F	CHICHTAY4_F	CLOCHTAY4_F	PTHOSP_F	PTHOSPS1	PTHOSPS2	PTHOSPS3	PTHOSPU1	PTHOSPU2	PTHOSPU3	DATE_CW	HYPERCALPM_F	HYPERCAL_F	HYPERCAL_S	HYPERCAL_U	SERUMPHOSPM_F	SERUMPHOS1_F	SERUMPHOS2_F	SERUMPHOS3_F	SERUMPHOS4_F	SERUMPHOS5_F	SERUMPHOS1_S	SERUMPHOS2_S	SERUMPHOS3_S	SERUMPHOS4_S	SERUMPHOS5_S	SERUMPHOS1_U	SERUMPHOS2_U	SERUMPHOS3_U	SERUMPHOS4_U	SERUMPHOS5_U	HYPERCAL_C	SERUMPHOS_C	RDSMZ_F	RDSHY4_F	VAHDPAT_F	DFCHTAY4_F	PHDKTVPATS_F	PDPATS_F	HDKTVPATS_F	HYPERCALPATS_F	SERUMPHOSPATS_F	DFCMORTTEXT	DFCHOSPTEXT
112517	06	DAVITA  JONESBORO DIALYSIS CENTER	129 KING STREET		JONESBORO	GA	30236	7704712381	N	Y	DAVITA	1	09APR1979	20	Y	Y	N	61	100	001	98	98	66	18	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	CLAYTON	01Jul2011-30Jun2012	713	001	86	88	89	117	001	89	76	78	0	254		82	79	757	001	48	54	58	001	10	9	13	01Jan2008-31Dec2011		0.93000000	1.25000000	0.67000000	01Jan2011-31Dec2011		001	0.79000000	1.36000000	0.48000000		2	268	2	44	5139	250																								482	99	122	2	0	18	116			As Expected	As Expected
112518	06	DIALYSIS FACILITIES INC WAYCROSS	220 UVALDA ST		WAYCROSS	GA	31501	9122852487	N	N	INDEPENDENT	1	05SEP1979	19	Y	Y	N	53	98	001	98	98	56	4	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	WARE	01Jul2011-30Jun2012	636	001	91	88	89	11	199		76	78	0	254		82	79	732	001	63	54	58	001	5	9	13	01Jan2008-31Dec2011		1.18000000	1.51000000	0.92000000	01Jan2011-31Dec2011		001	1.00000000	1.67000000	0.62000000		2	268	2	44	5139	250																								365	77	94	2	0	3	85			As Expected	As Expected
112519	06	FMC OF EASTMAN INC	115 PROFESIONAL CENTER DR		EASTMAN	GA	31023	4783744777	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19OCT1980	21	Y	N	N	25	100	001	98	98	29	3	001	3	001	8	9	1	1	2	001	440	4397	550	15	222	27	DODGE	01Jul2011-30Jun2012	297	001	87	88	89	0	201		76	78	0	254		82	79	317	001	55	54	58	001	10	9	13	01Jan2008-31Dec2011		1.17000000	1.69000000	0.78000000	01Jan2011-31Dec2011		001	1.10000000	1.92000000	0.64000000		2	268	2	44	5139	250																								154	38	46	2	0	0	44			As Expected	As Expected
112522	06	DIALYSIS CLINIC INC NORTHSIDE	870 NORTHSIDE DRIVE STE 300		ATLANTA	GA	30318	4048884520	N	Y	"DIALYSIS CLINIC, INC. (DCI)"	2	06JUL1981	23	Y	N	N	59	98	001	98	98	61	2	001	0	001	8	9	1	1	3	001	440	4397	550	15	222	27	FULTON	01Jul2011-30Jun2012	660	001	90	88	89	89	199		76	78	0	254		82	79	679	001	48	54	58	001	12	9	13	01Jan2008-31Dec2011		1.36000000	1.80000000	1.01000000	01Jan2011-31Dec2011		001	0.97000000	1.57000000	0.61000000		2	268	2	44	5139	250																								322	86	76	2	0	10	75			Worse than Expected	As Expected
112523	06	SOUTHWEST ATLANTA DIALYSIS CENTER	3620 MARTIN LUTHER KING JR DRIVE SW		ATLANTA	GA	30331	4046967303	N	Y	DAVITA	1	24JUN1981	34	Y	N	N	106	100	001	98	98	96	5	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	FULTON	01Jul2011-30Jun2012	1161	001	94	88	89	0	201		76	78	0	254		82	79	1195	001	50	54	58	001	6	9	13	01Jan2008-31Dec2011		0.90000000	1.16000000	0.69000000	01Jan2011-31Dec2011		001	1.00000000	1.64000000	0.63000000		2	268	2	44	5139	250																								678	130	128	2	0	0	127			As Expected	As Expected
112524	06	US RENAL CARE DALTON DIALYSIS	1009 PROFESSIONAL BLVD		DALTON	GA	30720	7062781070	N	N	INDEPENDENT	1	01JAN1982	22	Y	Y	Y	59	98	001	98	98	74	9	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	WHITFIELD	01Jul2011-30Jun2012	644	001	88	88	89	181	001	87	76	78	0	201		82	79	729	001	65	54	58	001	19	9	13	01Jan2008-31Dec2011		0.99000000	1.25000000	0.78000000	01Jan2011-31Dec2011		001	0.86000000	1.55000000	0.50000000		2	268	2	44	5139	250																								487	110	109	2	0	28	102			As Expected	As Expected
112526	06	DOUGLASVILLE DIALYSIS	3899 LONGVIEW DRIVE		DOUGLASVILLE	GA	30135	7709498403	N	Y	DAVITA	1	04OCT1982	20	Y	Y	N	47	100	001	98	98	50	8	001	0	001	8	9	1	1	3	001	440	4397	550	15	222	27	DOUGLAS	01Jul2011-30Jun2012	551	001	90	88	89	146	001	93	76	78	0	254		82	79	579	001	69	54	58	001	7	9	13	01Jan2008-31Dec2011		1.37000000	1.74000000	1.07000000	01Jan2011-31Dec2011		001	1.18000000	1.89000000	0.75000000		2	268	2	44	5139	250																								521	93	97	2	0	19	92			Worse than Expected	As Expected
112527	06	WASHINGTON DIALYSIS FACILITY	154 WASHINGTON PLAZA		WASHINGTON	GA	30673	7066785855	N	Y	DAVITA	1	26OCT1983	25	Y	N	N	54	100	001	98	98	54	6	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	WILKES	01Jul2011-30Jun2012	588	001	95	88	89	0	201		76	78	0	201		82	79	615	001	71	54	58	001	3	9	13	01Jan2008-31Dec2011		1.08000000	1.45000000	0.78000000	01Jan2011-31Dec2011		001	1.15000000	1.87000000	0.72000000		2	268	2	44	5139	250																								325	67	72	2	0	0	69			As Expected	As Expected
112528	06	AMERICUS DIALYSIS	227 N LEE STREET		AMERICUS	GA	31709	2299282257	N	Y	DAVITA	1	11FEB1983	19	Y	Y	N	68	100	001	98	98	64	6	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	SUMTER	01Jul2011-30Jun2012	757	001	97	88	89	12	199		76	78	0	254		82	79	796	001	46	54	58	001	8	9	13	01Jan2008-31Dec2011		1.05000000	1.35000000	0.79000000	01Jan2011-31Dec2011		001	0.64000000	1.14000000	0.37000000		2	268	2	44	5139	250																								389	83	86	2	0	1	84			As Expected	As Expected
112530	06	DCI COLUMBUS	710 FRONT AVENUE		COLUMBUS	GA	31901	7063232415	N	Y	"DIALYSIS CLINIC, INC. (DCI)"	2	15AUG1983	27	N	Y	N			256	98	98	25	20	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	MUSCOGEE	01Jul2011-30Jun2012	0	256		88	89	324	001	91	76	78	0	254		82	79		256		54	58	256		9	13	01Jan2008-31Dec2011		1.25000000	1.73000000	0.87000000	01Jan2011-31Dec2011		001	0.59000000	1.45000000	0.24000000		2	268	2	44	5139	250																								314	41	0	2	0	35	0			As Expected	As Expected
112531	06	"BMA OF WARNER ROBINS, INC."	118 OSIGIAN BLVD		WARNER ROBINS	GA	31088	4789536556	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18JUL1983	21	Y	Y	Y	65	97	001	98	98	76	8	001	1	001	8	9	1	1	2	001	440	4397	550	15	222	27	HOUSTON	01Jul2011-30Jun2012	739	001	84	88	89	204	001	82	76	78	0	254		82	79	789	001	57	54	58	001	11	9	13	01Jan2008-31Dec2011		1.21000000	1.53000000	0.95000000	01Jan2011-31Dec2011		001	1.15000000	1.90000000	0.72000000		2	268	2	44	5139	250																								524	113	96	2	0	29	92			As Expected	As Expected
112532	06	JESUP DIALYSIS	301 PEACHTREE ST		JESUP	GA	31545	9124278946	N	Y	DAVITA	1	08MAY1984	16	Y	N	N	47	100	001	98	98	47	13	001	0	001	8	9	1	1	1	001	440	4397	550	15	222	27	WAYNE	01Jul2011-30Jun2012	524	001	96	88	89	0	201		76	78	0	254		82	79	554	001	48	54	58	001	4	9	13	01Jan2008-31Dec2011		0.67000000	0.91000000	0.47000000	01Jan2011-31Dec2011		001	0.67000000	1.21000000	0.38000000		2	268	2	44	5139	250																								286	63	67	2	0	0	63			Better than Expected	As Expected
112533	06	BMA OF COVINGTON INC	7215 INDUSTRIAL BLVD		COVINGTON	GA	30014	7707887464	N	Y	FRESENIUS MEDICAL CARE	1	15MAY1984	20	Y	N	N	48	100	001	98	98	44	2	001	2	001	8	9	1	1	2	001	440	4397	550	15	222	27	NEWTON	01Jul2011-30Jun2012	562	001	93	88	89	0	201		76	78	0	254		82	79	587	001	76	54	58	001	3	9	13	01Jan2008-31Dec2011		0.98000000	1.36000000	0.68000000	01Jan2011-31Dec2011		001	0.91000000	1.71000000	0.50000000		2	268	2	44	5139	250																								277	64	71	2	0	0	68			As Expected	As Expected
112534	06	RAI SANDERSVILLE INC	614 S HARRIS STREET STE F		SANDERSVILLE	GA	31082	4785526818	N	Y	RENAL ADVANTAGE	1	12JUL1984	21	Y	N	N	24	100	001	98	98	23	13	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	WASHINGTON	01Jul2011-30Jun2012	274	001	97	88	89	0	201		76	78	0	254		82	79	290	001	43	54	58	001	10	9	13	01Jan2008-31Dec2011		0.91000000	1.30000000	0.62000000	01Jan2011-31Dec2011		001	0.77000000	1.55000000	0.39000000		2	268	2	44	5139	250																								197	37	35	2	0	0	33			As Expected	As Expected
112535	06	DOUGLAS DIALYSIS	190 WESTSIDE DRIVE	SUITE A	DOUGLAS	GA	31533	9123843439	N	Y	DAVITA	1	13FEB1985	20	Y	Y	N	66	100	001	98	98	66	9	001	2	001	8	9	1	1	2	001	440	4397	550	15	222	27	COFFEE	01Jul2011-30Jun2012	725	001	96	88	89	116	001	88	76	78	0	254		82	79	779	001	51	54	58	001	11	9	13	01Jan2008-31Dec2011		1.17000000	1.50000000	0.90000000	01Jan2011-31Dec2011		001	1.00000000	1.74000000	0.59000000		2	268	2	44	5139	250																								423	94	88	2	0	13	83			As Expected	As Expected
112540	06	FMC THOMSON DIALYSIS	1020 WEST HILL STREET		THOMSON	GA	30824	7065959280	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	11AUG1986	31	Y	N	N	88	99	001	98	98	87	2	001	5	001	8	9	1	1	2	001	440	4397	550	15	222	27	MCDUFFIE	01Jul2011-30Jun2012	977	001	84	88	89	0	201		76	78	0	254		82	79	1020	001	61	54	58	001	5	9	13	01Jan2008-31Dec2011		1.11000000	1.43000000	0.84000000	01Jan2011-31Dec2011		001	0.86000000	1.51000000	0.51000000		2	268	2	44	5139	250																								453	114	109	2	0	0	105			As Expected	As Expected
112541	06	FRESENIUS MEDICAL CARE TOCCOA	929 FALLS ROAD		TOCCOA	GA	30577	7068867478	N	Y	RENAL CARE GROUP INC.	1	18AUG1986	17	Y	Y	Y	31	100	001	98	98	29	0	001	0	001	8	9	1	1	3	001	440	4397	550	15	222	27	STEPHENS	01Jul2011-30Jun2012	359	001	88	88	89	7	199		76	78	0	201		82	79	380	001	45	54	58	001	9	9	13	01Jan2008-31Dec2011		1.37000000	1.79000000	1.02000000	01Jan2011-31Dec2011		001	0.87000000	1.64000000	0.47000000		2	268	2	44	5139	250																								266	53	46	2	0	1	45			Worse than Expected	As Expected
112544	06	"MEDICAL KIDNEY SERVICES OF CENTRAL GEORGIA, LTD"	521 W. MONTGOMERY ST	SUITE 14-A	MILLEDGEVILLE	GA	31061	4784532031	N	N	INDEPENDENT	1	02FEB1987	13	Y	Y	Y	13	100	001	98	98	14	21	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	BALDWIN	01Jul2011-30Jun2012	158	001	99	88	89	13	199		76	78	0	254		82	79	150	001	35	54	58	001	14	9	13	01Jan2008-31Dec2011		0.84000000	1.50000000	0.42000000	01Jan2011-31Dec2011		001	0.39000000	1.46000000	0.11000000		2	268	2	44	5139	250																								84	19	17	2	0	2	16			As Expected	As Expected
112545	06	ELBERTON DIALYSIS FACILITY INC	894 ELBERT STREET		ELBERTON	GA	30635	7062839833	N	Y	DAVITA	1	14MAY1987	18	Y	N	N	48	100	001	98	98	46	11	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	ELBERT	01Jul2011-30Jun2012	541	001	95	88	89	0	201		76	78	0	254		82	79	556	001	47	54	58	001	3	9	13	01Jan2008-31Dec2011		0.85000000	1.19000000	0.59000000	01Jan2011-31Dec2011		001	0.67000000	1.34000000	0.35000000		2	268	2	44	5139	250																								289	67	60	2	0	0	60			As Expected	As Expected
112546	06	LAURENS COUNTY DIALYSIS	2400 BELLEVUE ROAD	ERIN OFFICE PARK #8	DUBLIN	GA	31021	4782725190	N	Y	DAVITA	1	13JUL1987	26	Y	Y	N	77	100	001	98	98	72	1	001	0	001	8	9	1	1	3	001	440	4397	550	15	222	27	LAURENS	01Jul2011-30Jun2012	772	001	95	88	89	0	201		76	78	0	254		82	79	808	001	48	54	58	001	4	9	13	01Jan2008-31Dec2011		1.28000000	1.59000000	1.02000000	01Jan2011-31Dec2011		001	1.10000000	1.85000000	0.67000000		2	268	2	44	5139	250																								546	104	99	2	0	0	94			Worse than Expected	As Expected
112551	06	FMC NORTHERN GEORGIA INC	411 HOSPITAL ROAD		CANTON	GA	30114	7704790259	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	02JUN1988	14	Y	Y	N	24	100	001	98	98	26	0	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	CHEROKEE	01Jul2011-30Jun2012	275	001	96	88	89	28	199		76	78	0	254		82	79	288	001	47	54	58	001	9	9	13	01Jan2008-31Dec2011		0.90000000	1.39000000	0.55000000	01Jan2011-31Dec2011		001	0.94000000	1.84000000	0.50000000		2	268	2	44	5139	250																								168	36	40	2	0	4	38			As Expected	As Expected
112553	06	EASTLAKE DIALYSIS	1757 CANDLER ROAD SE		DECATUR	GA	30032	4042892313	N	Y	DAVITA	1	06SEP1988	20	Y	N	N	38	100	001	98	98	34	3	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	DEKALB	01Jul2011-30Jun2012	421	001	95	88	89	0	201		76	78	0	254		82	79	451	001	63	54	58	001	12	9	13	01Jan2008-31Dec2011		1.17000000	1.66000000	0.80000000	01Jan2011-31Dec2011		001	1.09000000	1.90000000	0.63000000		2	268	2	44	5139	250																								255	44	53	2	0	0	52			As Expected	As Expected
112554	06	DCI ARLINGTON	585 MARTIN LUTHER KING JR DRIVE		ARLINGTON	GA	39813	2297254888	N	Y	"DIALYSIS CLINIC, INC. (DCI)"	2	03OCT1988	12	Y	N	N	49	96	001	98	98	50	4	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	CALHOUN	01Jul2011-30Jun2012	563	001	95	88	89	0	201		76	78	0	254		82	79	599	001	47	54	58	001	2	9	13	01Jan2008-31Dec2011		1.05000000	1.46000000	0.73000000	01Jan2011-31Dec2011		001	0.49000000	1.07000000	0.23000000		2	268	2	44	5139	250																								261	59	60	2	0	0	54			As Expected	As Expected
112555	06	HINESVILLE DIALYSIS	522 EG MILES PARKWAY		HINESVILLE	GA	31313	9123684850	N	Y	DAVITA	1	29SEP1988	16	Y	N	N	51	100	001	98	98	48	13	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	LIBERTY	01Jul2011-30Jun2012	604	001	90	88	89	0	201		76	78	0	254		82	79	629	001	60	54	58	001	4	9	13	01Jan2008-31Dec2011		1.07000000	1.44000000	0.77000000	01Jan2011-31Dec2011		001	0.50000000	1.11000000	0.23000000		2	268	2	44	5139	250																								366	75	85	2	0	0	84			As Expected	As Expected
112557	06	THOMASTON DIALYSIS	1065 HWY 19 NORTH		THOMASTON	GA	30286	7066486364	N	Y	DAVITA	1	06JUL1989	21	Y	Y	N	49	100	001	98	98	62	15	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	UPSON	01Jul2011-30Jun2012	597	001	98	88	89	146	001	90	76	78	0	254		82	79	623	001	56	54	58	001	9	9	13	01Jan2008-31Dec2011		1.27000000	1.65000000	0.97000000	01Jan2011-31Dec2011		001	0.56000000	1.07000000	0.30000000		2	268	2	44	5139	250																								367	82	69	2	0	16	62			As Expected	As Expected
112558	06	ST MARYS DIALYSIS	2714 OSBORNE RD		SAINT MARYS	GA	31558	9128827507	N	Y	DAVITA	1	19MAY1989	16	Y	Y	N	36	97	001	98	98	39	10	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	CAMDEN	01Jul2011-30Jun2012	362	001	89	88	89	39	199		76	78	0	254		82	79	389	001	57	54	58	001	8	9	13	01Jan2008-31Dec2011		0.80000000	1.17000000	0.52000000	01Jan2011-31Dec2011		001	0.96000000	1.73000000	0.54000000		2	268	2	44	5139	250																								231	47	54	2	0	6	50			As Expected	As Expected
112559	06	DAVITA FORT VALLEY	557 BLUEBIRD BLVD		FORT VALLEY	GA	31030	4788257208	N	Y	DAVITA	1	10JUL1989	13	Y	N	N	44	100	001	98	98	45	16	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	PEACH	01Jul2011-30Jun2012	467	001	96	88	89	0	201		76	78	0	254		82	79	501	001	44	54	58	001	13	9	13	01Jan2008-31Dec2011		1.12000000	1.56000000	0.79000000	01Jan2011-31Dec2011		001	1.29000000	2.09000000	0.80000000		2	268	2	44	5139	250																								250	56	61	2	0	0	59			As Expected	As Expected
112561	06	ATLANTA DIALYSIS	567 NORTH AVE NE STE 200		ATLANTA	GA	30308	4048531695	N	Y	DAVITA	1	26JUL1989	28	Y	N	N	71	99	001	98	98	64	13	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	FULTON	01Jul2011-30Jun2012	778	001	95	88	89	0	201		76	78	0	254		82	79	816	001	53	54	58	001	6	9	13	01Jan2008-31Dec2011		1.01000000	1.35000000	0.74000000	01Jan2011-31Dec2011		001	0.76000000	1.35000000	0.44000000		2	268	2	44	5139	250																								474	82	94	2	0	0	91			As Expected	As Expected
112562	06	FORD FACTORY SQUARE DIALYSIS	567 NORTH AVE NE SUITE 100		ATLANTA	GA	30308	4047459581	N	Y	DAVITA	1	14AUG1989	25	Y	Y	N	55	100	001	98	98	44	16	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	FULTON	01Jul2011-30Jun2012	605	001	92	88	89	0	201		76	78	0	254		82	79	623	001	51	54	58	001	4	9	13	01Jan2008-31Dec2011		1.01000000	1.53000000	0.63000000	01Jan2011-31Dec2011		001	0.97000000	1.79000000	0.54000000		2	268	2	44	5139	250																								321	64	75	2	0	0	72			As Expected	As Expected
112563	06	FMC TUCKER	4845 LAVISTA ROAD		TUCKER	GA	30084	7704917177	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01NOV1989	16	Y	N	N	36	100	001	98	98	32	0	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	DEKALB	01Jul2011-30Jun2012	437	001	90	88	89	0	201		76	78	0	254		82	79	461	001	63	54	58	001	6	9	13	01Jan2008-31Dec2011		0.82000000	1.20000000	0.54000000	01Jan2011-31Dec2011		001	0.78000000	1.54000000	0.40000000		2	268	2	44	5139	250																								271	55	71	2	0	0	69			As Expected	As Expected
112566	06	LINDEN DIALYSIS	121 LINDEN AVENUE NE		ATLANTA	GA	30308	4048179700	N	Y	DAVITA	1	12MAR1990	20	Y	Y	Y	60	98	001	98	98	70	24	001	0	001	8	9	1	1	3	001	440	4397	550	15	222	27	FULTON	01Jul2011-30Jun2012	678	001	85	88	89	327	001	79	76	78	0	254		82	79	718	001	54	54	58	001	10	9	13	01Jan2008-31Dec2011		1.38000000	1.73000000	1.09000000	01Jan2011-31Dec2011		001	1.39000000	2.20000000	0.90000000		2	268	2	44	5139	250																								696	122	110	2	0	42	108			Worse than Expected	As Expected
112567	06	PIEDMONT DIALYSIS	105 COLLIER RD NW	B LEVEL	ATLANTA	GA	30309	4043556055	N	Y	DAVITA	1	05NOV1989	21	Y	Y	N	37	100	001	98	98	40	15	001	0	001	8	9	1	1	3	001	440	4397	550	15	222	27	FULTON	01Jul2011-30Jun2012	356	001	91	88	89	82	199		76	78	0	254		82	79	386	001	52	54	58	001	8	9	13	01Jan2008-31Dec2011		1.39000000	1.85000000	1.02000000	01Jan2011-31Dec2011		001	1.29000000	2.15000000	0.78000000		2	268	2	44	5139	250																								355	70	60	2	0	9	58			Worse than Expected	As Expected
112568	06	SOUTH FULTON DIALYSIS	2685 METROPOLITAN PARKWAY SW	SUITE F	ATLANTA	GA	30315	4047612630	N	Y	DAVITA	1	22AUG1990	20	Y	Y	N	70	100	001	98	98	73	22	001	0	001	8	9	1	1	3	001	440	4397	550	15	222	27	FULTON	01Jul2011-30Jun2012	741	001	91	88	89	109	001	90	76	78	0	254		82	79	805	001	61	54	58	001	10	9	13	01Jan2008-31Dec2011		1.39000000	1.81000000	1.06000000	01Jan2011-31Dec2011		001	1.12000000	1.96000000	0.67000000		2	268	2	44	5139	250																								455	97	105	2	0	14	103			Worse than Expected	As Expected
112569	06	GWINNETT DIALYSIS CENTER	605 OLD NORCROSS ROAD		LAWRENCEVILLE	GA	30045	7705130927	N	N	INDEPENDENT	1	01OCT1990	21	Y	Y	N	33	100	001	98	98	33	9	001	3	001	8	9	1	1	2	001	440	4397	550	15	222	27	GWINNETT	01Jul2011-30Jun2012	361	001	0	88	89	141	001	0	76	78	0	254		82	79	412	001	59	54	58	001	8	9	13	01Jan2008-31Dec2011		1.11000000	1.46000000	0.83000000	01Jan2011-31Dec2011		001	1.02000000	1.79000000	0.60000000		2	268	2	44	5139	250																								392	65	67	2	0	17	65			As Expected	As Expected
112571	06	DAVITA INC MILLEDGEVILLE	400 SOUTH WAYNE STREET		MILLEDGEVILLE	GA	31061	4784539489	N	Y	DAVITA	1	18OCT1990	12	Y	N	N	36	97	001	98	98	33	12	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	BALDWIN	01Jul2011-30Jun2012	410	001	91	88	89	0	201		76	78	0	254		82	79	449	001	49	54	58	001	9	9	13	01Jan2008-31Dec2011		1.24000000	1.71000000	0.88000000	01Jan2011-31Dec2011		001	0.98000000	1.78000000	0.55000000		2	268	2	44	5139	250																								275	57	55	2	0	0	51			As Expected	As Expected
112573	06	COLUMBUS DIALYSIS	6228 BRADLEY PARK DRIVE	SUITE B	COLUMBUS	GA	31904	7065968222	N	Y	DAVITA	1	10DEC1990	28	Y	N	N	40	100	001	98	98	38	29	001	0	001	8	9	1	1	3	001	440	4397	550	15	222	27	MUSCOGEE	01Jul2011-30Jun2012	447	001	91	88	89	0	201		76	78	0	254		82	79	491	001	43	54	58	001	12	9	13	01Jan2008-31Dec2011		1.92000000	2.39000000	1.53000000	01Jan2011-31Dec2011		001	1.46000000	2.34000000	0.94000000		2	268	2	44	5139	250																								398	71	94	2	0	0	86			Worse than Expected	As Expected
112574	06	DCI FORT OGLETHORPE	201 THOMAS ROAD		FORT OGLETHORPE	GA	30742	7068616668	N	Y	"DIALYSIS CLINIC, INC. (DCI)"	2	05MAR1991	17	Y	N	N	54	91	001	98	98	59	5	001	2	001	8	9	1	1	2	001	440	4397	550	15	222	27	CATOOSA	01Jul2011-30Jun2012	640	001	87	88	89	0	201		76	78	0	254		82	79	686	001	48	54	58	001	27	9	13	01Jan2008-31Dec2011		0.93000000	1.23000000	0.69000000	01Jan2011-31Dec2011		001	0.81000000	1.43000000	0.47000000		2	268	2	44	5139	250																								305	79	86	2	0	0	82			As Expected	As Expected
112576	06	DCI DAWSON	806 FORREST DRIVE		DAWSON	GA	39842	2299952433	N	Y	"DIALYSIS CLINIC, INC. (DCI)"	2	24JUL1991	19	Y	N	N	56	98	001	98	98	55	2	001	2	001	8	9	1	1	2	001	440	4397	550	15	222	27	TERRELL	01Jul2011-30Jun2012	679	001	90	88	89	0	201		76	78	0	254		82	79	775	001	40	54	58	001	1	9	13	01Jan2008-31Dec2011		1.01000000	1.36000000	0.74000000	01Jan2011-31Dec2011		001	0.57000000	1.10000000	0.30000000		2	268	2	44	5139	250																								372	84	100	2	0	0	79			As Expected	As Expected
112578	06	BUCKHEAD DIALYSIS	1575 NORTHSIDE DRIVE NE	SUITE 365	ATLANTA	GA	30318	4043518266	Y	Y	DAVITA	1	11MAY1992	17	Y	Y	N	34	100	001	98	98	45	11	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	FULTON	01Jul2011-30Jun2012	371	001	93	88	89	208	001	93	76	78	0	254		82	79	387	001	46	54	58	001	5	9	13	01Jan2008-31Dec2011		1.10000000	1.49000000	0.79000000	01Jan2011-31Dec2011		001	1.20000000	2.02000000	0.73000000		2	268	2	44	5139	250																								412	80	64	2	0	22	62			As Expected	As Expected
112579	06	WYLDS ROAD DIALYSIS	1815 WYLDS ROAD		AUGUSTA	GA	30909	7067330522	N	Y	DAVITA	1	06OCT1992	20	Y	Y	N	29	97	001	98	98	26	31	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	RICHMOND	01Jul2011-30Jun2012	340	001	87	88	89	30	199		76	78	0	254		82	79	365	001	44	54	58	001	13	9	13	01Jan2008-31Dec2011		1.21000000	1.60000000	0.90000000	01Jan2011-31Dec2011		001	1.13000000	2.00000000	0.64000000		2	268	2	44	5139	250																								400	65	67	2	0	5	64			As Expected	As Expected
112581	06	COBB DIALYSIS	3865 MEDICAL PARK DRIVE		AUSTELL	GA	30106	7707328616	N	Y	DAVITA	1	10MAY1991	25	Y	N	N	44	100	001	98	98	42	17	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	COBB	01Jul2011-30Jun2012	518	001	94	88	89	0	201		76	78	0	254		82	79	566	001	66	54	58	001	6	9	13	01Jan2008-31Dec2011		1.24000000	1.62000000	0.93000000	01Jan2011-31Dec2011		001	1.23000000	1.99000000	0.77000000		2	268	2	44	5139	250																								388	67	78	2	0	0	72			As Expected	As Expected
112582	06	FMC CENTRAL ATLANTA DIALYSIS CENTER	22 EXECUTIVE PARK WEST NE STE 2200		ATLANTA	GA	30329	4044171916	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01APR1993	24	Y	Y	N	20	100	001	98	98	16	0	001	0	001	8	9	1	1	2	001	440	4397	550	15	222	27	DEKALB	01Jul2011-30Jun2012	241	001	77	88	89	6	199		76	78	0	254		82	79	246	001	37	54	58	001	4	9	13	01Jan2008-31Dec2011		1.23000000	1.82000000	0.80000000	01Jan2011-31Dec2011		001	0.89000000	1.94000000	0.42000000		2	268	2	44	5139	250																								214	30	48	2	0	1	46			As Expected	As Expected
