"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"092501","05","BMA - DUPONT CIRCLE","11 DUPONT CIR NW","STE LL100","WASHINGTON","DC","20036","DISTRICT OF COLUMBIA","(202) 483-0176","Profit","Yes","FRESENIUS MEDICAL CARE","1","30","1","1","1","1979-01-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","9","001","0","001","66","0.57","1.56","0.23","001","As Expected","79","100","001","87","001","","199","","254","71","159","902","3","28","0","0","58","001","10","001","162","921","001","99","978","4","101","994","001","11","26","27","25","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.3","1.01","0.34","0.5","As Expected","001","As Expected","001","85","476","0.65","0.72"
"092503","05","BMA - COLUMBIA HEIGHTS","106 IRVING ST NW","STE 1400","WASHINGTON","DC","20010","DISTRICT OF COLUMBIA","(202) 829-0060","Profit","Yes","FRESENIUS MEDICAL CARE","0","35","1","1","0","1977-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","13","001","0","001","162","0.46","0.93","0.25","001","Better than Expected","200","99","001","89","001","","199","","254","164","223","1820","9","59","0","0","50","001","10","001","236","1943","001","231","2169","5","238","2246","001","13","27","25","23","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.29","1.05","0.64","0.69","As Expected","001","As Expected","001","222","1048","0.89","0.86"
"092505","05","GREATER SOUTHEAST COMMUNITY DIALYSIS CENTER","1350 SOUTHERN AVE SE","","WASHINGTON","DC","20032","DISTRICT OF COLUMBIA","(202) 561-0828","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","1977-02-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","8","001","0","001","63","0.77","1.85","0.35","001","As Expected","67","98","001","93","001","","257","","254","63","74","669","0","0","0","0","56","001","4","001","74","718","001","76","714","3","76","733","001","13","27","28","22","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.66","0.88","0.61","0.38","As Expected","001","Better than Expected","001","72","340","0.99","0.59"
"092508","05","FMC - ANACOSTIA","3929 MINNESOTA AVE NE","","WASHINGTON","DC","20019","DISTRICT OF COLUMBIA","(202) 397-2700","Profit","Yes","FRESENIUS MEDICAL CARE","0","18","1","0","0","1983-06-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","3","001","3","001","67","0.68","1.66","0.31","001","As Expected","82","97","001","79","001","","257","","254","71","103","823","0","0","0","0","62","001","9","001","104","861","001","75","705","5","75","711","001","9","25","24","29","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.87","1.2","0.71","0.66","As Expected","001","As Expected","001","89","468","1.12","0.9"
"092510","05","DAVITA - LEE STREET DIALYSIS","5155 LEE ST NE","","WASHINGTON","DC","20019","DISTRICT OF COLUMBIA","(202) 398-1047","Profit","Yes","DAVITA","0","20","1","0","0","1986-01-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","14","001","0","001","88","1","2.05","0.53","001","As Expected","89","100","001","90","001","","257","","254","87","107","906","0","0","0","0","57","001","14","001","109","964","001","121","1151","0","122","1167","001","30","33","29","5","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.99","1.11","0.81","0.63","As Expected","001","As Expected","001","101","570","1.24","0.85"
"092513","05","DAVITA - EIGHTH STREET","300 8TH ST NE","","WASHINGTON","DC","20002","DISTRICT OF COLUMBIA","(202) 543-9105","Profit","Yes","DAVITA","0","24","1","0","0","1988-10-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","5","001","1","001","98","0.83","1.69","0.43","001","As Expected","109","100","001","96","001","","257","","254","99","132","1096","0","0","0","0","57","001","5","001","136","1167","001","140","1302","1","141","1315","001","13","35","37","9","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.8","1.05","0.76","0.58","As Expected","001","As Expected","001","117","593","1.15","0.79"
"092515","05","BMA - NORTHEAST WASHINGTON","817 VARNUM ST NE","","WASHINGTON","DC","20017","DISTRICT OF COLUMBIA","(202) 832-4481","Profit","Yes","FRESENIUS MEDICAL CARE","0","21","1","0","0","1990-03-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","4","001","0","001","74","0.27","1.08","0.08","001","As Expected","90","99","001","90","001","","257","","254","79","99","895","0","0","0","0","53","001","8","001","105","927","001","114","1065","5","115","1120","001","8","27","30","26","9","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.46","1.11","0.49","0.62","As Expected","001","As Expected","001","101","531","0.82","0.84"
"092516","05","DAVITA GEORGETOWN HOME TRAINING","2233 WISCONSIN AVE","SUITE 214","WASHINGTON","DC","20007","DISTRICT OF COLUMBIA","(202) 333-5211","Profit","Yes","DAVITA","0","12","1","1","1","1990-12-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","8","0.26","10.14","0.01","001","As Expected","28","","199","","199","","199","","254","1","5","7","2","15","0","0","83","001","7","001","18","120","001","21","140","1","6","26","199","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.13","2.08","0.14","0.84","As Expected","001","As Expected","001","33","220","0.51","1.36"
"092517","05","DAVITA - GWU SE","RENAL DIALYSIS UNIT","3857 A PENNSYLVANIA AVE SE","WASHINGTON","DC","20020","DISTRICT OF COLUMBIA","(202) 581-9440","Profit","Yes","DAVITA","0","25","1","0","0","1995-03-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","15","001","1","001","74","0.71","1.57","0.35","001","As Expected","106","100","001","97","001","","257","","254","83","106","954","0","0","0","0","67","001","7","001","113","1008","001","128","1205","1","129","1241","001","10","32","42","11","5","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.69","1.35","0.64","0.75","As Expected","001","As Expected","001","118","497","1.02","1.01"
"092518","05","DAVITA - K STREET DIALYSIS","2131 K STREET NW","STE 300","WASHINGTON","DC","20037","DISTRICT OF COLUMBIA","(202) 223-8453","Profit","Yes","DAVITA","1","25","1","1","0","1995-03-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","30","001","0","001","76","0.62","1.47","0.29","001","As Expected","111","100","001","92","001","96","001","","254","69","150","849","30","255","0","0","59","001","10","001","154","901","001","168","1508","0","172","1577","001","14","32","37","11","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.5","1.12","0.55","0.64","As Expected","001","As Expected","001","127","733","0.88","0.85"
"092519","05","DAVITA - BRENTWOOD","1231 BRENTWOOD RD NE","","WASHINGTON","DC","20018","DISTRICT OF COLUMBIA","(202) 636-3711","Profit","Yes","DAVITA","0","24","1","1","0","1995-04-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","16","001","0","001","88","0.74","1.56","0.38","001","As Expected","112","100","001","95","001","","199","","254","91","119","1026","4","28","0","0","66","001","8","001","122","1065","001","137","1305","1","137","1327","001","13","33","34","14","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.66","1.23","0.67","0.73","As Expected","001","As Expected","001","121","692","1.03","0.95"
"092520","05","UNION PLAZA DIALYSIS CENTER","810 1ST ST NE","STE 100","WASHINGTON","DC","20002","DISTRICT OF COLUMBIA","(202) 842-3127","Profit","Yes","DAVITA","0","15","1","1","0","1996-12-12 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","13","001","0","001","67","1.1","2.32","0.56","001","As Expected","87","100","001","95","001","","199","","254","70","93","778","8","60","0","0","66","001","4","001","95","806","001","102","985","2","103","1005","001","10","33","41","10","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.65","1.03","0.55","0.51","As Expected","001","As Expected","001","98","518","0.93","0.74"
"092521","05","CAPITOL DIALYSIS","140 Q STREET NE","","WASHINGTON","DC","20002","DISTRICT OF COLUMBIA","(202) 636-9411","Profit","Yes","AMERICAN RENAL ASSOCIATES","1","30","1","1","1","2001-05-21 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","19","001","0","001","129","0.78","1.41","0.46","001","As Expected","163","99","001","97","001","83","001","","254","142","168","1598","12","98","0","0","59","001","11","001","174","1699","001","220","2137","1","218","2156","001","11","25","26","26","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.2","0.96","0.52","0.6","As Expected","001","Better than Expected","001","184","927","0.77","0.76"
"092522","05","GRANT PARK DIALYSIS FACILITY","5000 NANNIE HELEN BURROUGHS AVE NE","","WASHINGTON","DC","20019","DISTRICT OF COLUMBIA","(202) 399-7700","Profit","Yes","DAVITA","0","12","1","0","0","2001-05-25 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","23","001","0","001","47","0.93","2.26","0.42","001","As Expected","49","100","001","94","001","","257","","254","46","98","489","0","0","0","0","41","001","11","001","110","534","001","70","415","0","79","444","001","33","38","26","4","0","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.69","1.52","0.59","0.95","As Expected","001","As Expected","001","64","324","0.98","1.21"
"092524","05","WASHINGTON NURSING DIALYSIS","2425 25TH STREET SE","","WASHINGTON","DC","20020","DISTRICT OF COLUMBIA","(202) 678-0036","Profit","Yes","DAVITA","0","9","1","0","0","2009-11-04 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","8","001","0","001","40","1.4","3.16","0.67","001","As Expected","46","100","001","93","001","","257","","254","45","71","474","0","0","0","0","60","001","12","001","75","515","001","56","427","0","57","436","001","19","42","35","2","2","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.14","2.66","0.74","1.36","As Expected","001","Worse than Expected","001","52","165","1.23","1.93"
"092525","05","INTERNATIONAL DIALYSIS CENTER LLC","1730 HAMLIN ST NE","","WASHINGTON","DC","20018","DISTRICT OF COLUMBIA","(202) 525-5415","Profit","Yes","KRU MEDICAL VENTURES","0","15","1","1","0","2010-02-24 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","10","001","0","001","51","1.23","2.52","0.65","001","As Expected","74","100","001","96","001","","201","","254","53","73","606","0","0","0","0","59","001","9","001","76","645","001","84","777","0","86","797","001","16","38","34","8","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.94","1.48","0.79","0.64","As Expected","001","As Expected","001","81","288","1.21","0.99"
"092526","05","KAISER HEALTH PLAN OF THE MID-ATLANTIC STATES","700 SECOND ST NE","6TH FLOOR - NEPHROLOGY","WASHINGTON","DC","20002","DISTRICT OF COLUMBIA","(202) 346-3550","Non-Profit","No","KAISER PERMANENTE","0","0","1","1","0","2011-02-11 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","201","","201","0","","","","199","","15","","256","","256","","201","","254","0","0","0","0","0","0","0","","256","","256","0","0","001","41","341","4","41","355","001","9","26","25","28","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","","1.46","","0.05","Not Available","199","As Expected","001","16","71","","0.4"
"092527","05","RAI - CHILLUM-WASHINGTON","6411 CHILLUM PL NW","","WASHINGTON","DC","20012","DISTRICT OF COLUMBIA","(202) 291-2191","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","2011-12-09 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","8","001","0","001","39","0.8","3.56","0.21","001","As Expected","40","100","001","90","001","","257","","254","44","68","485","0","0","0","0","54","001","9","001","70","517","001","56","450","6","56","475","001","12","31","36","17","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.73","1.52","0.41","0.01","As Expected","001","As Expected","001","47","51","0.81","0.27"
"092528","05","HOWARD UNIVERSITY DIALYSIS CENTER, LLC","2041 GEORGIA AVE NW","TOWER BUILDING SUITE 1119B","WASHINGTON","DC","20060","DISTRICT OF COLUMBIA","(202) 865-7365","Profit","Yes","INDEPENDENT","0","21","1","1","0","2012-03-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","22","001","0","001","59","1.06","2.51","0.49","001","As Expected","69","100","001","97","001","","199","","254","64","85","765","1","5","0","0","58","001","7","001","86","804","001","110","881","2","113","910","001","12","25","27","23","14","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.47","1.48","0.43","0.21","As Expected","001","As Expected","001","75","106","0.78","0.63"
"093300","05","CHILDRENS NATIONAL MEDICAL CENTER","CHILDRENS HOSP DIALYSIS UNIT RM 3130","111 MICHIGAN AVE NW","WASHINGTON","DC","20010","DISTRICT OF COLUMBIA","(202) 476-5148","Non-Profit","No","INDEPENDENT","0","6","1","1","0","1977-08-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","10","","","","199","","4","","199","","201","","199","","199","7","0","0","2","13","10","69","","201","","201","0","0","199","4","33","","4","35","199","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","3.87","1.07","0.82","0","As Expected","001","As Expected","001","14","155","1.72","0.19"
"100001","07","SHANDS JACKSONVILLE - ESRD","655 W 8TH ST","","JACKSONVILLE","FL","32209","DUVAL","(904) 244-5448","Non-Profit","No","INDEPENDENT","0","40","1","1","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","18","001","0","001","176","0.6","1.12","0.35","001","As Expected","199","100","001","80","001","84","001","","254","150","222","1636","35","350","0","0","42","001","28","001","188","1736","001","254","2454","2","257","2521","001","12","25","26","24","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.58","1.45","0.88","1.02","As Expected","001","Worse than Expected","001","227","1098","1.16","1.22"
"100006","07","HEWELL KIDS KIDNEY CENTER AT ORLANDO HEALTH","92 W MILLER STREET","","ORLANDO","FL","32806","ORANGE","(321) 841-7970","Non-Profit","No","INDEPENDENT","1","5","1","0","0","2012-06-22 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","4","","","","199","","3","","201","0","001","","199","0","001","0","203","299","4","4","11","36","","201","","201","0","0","199","5","39","","5","40","199","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","","","","","Not Available","199","Not Available","199","8","24","",""
"100007","07","FLORIDA HOSPITAL ESRD","601 E ROLLINS ST","","ORLANDO","FL","32803","ORANGE","(407) 303-1985","Non-Profit","No","INDEPENDENT","0","7","1","0","1","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","2","2.52","6.47","1.08","001","Worse than Expected","20","87","001","20","001","","199","","199","15","235","459","10","10","1","1","15","001","53","001","23","144","001","30","189","3","26","131","001","11","20","21","17","31","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.94","2.26","1.08","1.01","Worse than Expected","001","Worse than Expected","001","27","128","1.74","1.54"
"100022","07","JACKSON MEMORIAL HOSP DIALYSIS PEDIATRIC","1611 NW 12TH AVE","","MIAMI","FL","33136","MIAMI-DADE","(305) 585-5372","Non-Profit","No","INDEPENDENT","0","8","1","1","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","0","001","0","001","19","","","","199","","13","100","001","55","001","","199","93","001","21","98","210","2","15","16","113","71","001","26","001","13","120","201","0","0","","0","0","201","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.12","1.11","0.16","0.04","As Expected","001","As Expected","001","31","193","0.41","0.31"
"100038","07","MEMORIAL REGIONAL HOSP - PEDIATRIC DIALYSIS","3501 JOHNSON ST","","HOLLYWOOD","FL","33021","BROWARD","(954) 265-0100","Non-Profit","No","INDEPENDENT","0","18","1","1","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","6","","","","199","","3","","199","6","001","","201","","199","5","174","289","0","0","4","24","","199","","199","3","18","199","2","8","","2","8","199","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","","2.91","","0.76","Not Available","199","As Expected","001","13","95","","1.58"
"100088","07","BAPTIST MEDICAL CENTER - PEDIATRIC DIALYSIS","800 PRUDENTIAL DR","M2WEST","JACKSONVILLE","FL","32207","DUVAL","(904) 202-0436","Non-Profit","No","INDEPENDENT","0","5","1","1","0","1998-06-15 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","4","","","","199","","2","","199","1","001","","201","","199","4","158","236","0","0","7","27","77","001","5","001","124","176","199","3","12","","3","12","199","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","","","","","Not Available","199","Not Available","199","7","36","",""
"100128","07","TAMPA GENERAL HOSPITAL ESRD","PEDIATRIC DIALYSIS","1 TAMPA GENERAL CIRCLE","TAMPA","FL","33601","HILLSBOROUGH","(813) 844-4210","Non-Profit","No","INDEPENDENT","0","7","1","1","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","","199","","199","6","","","","199","","5","","199","7","001","","201","","199","6","187","255","0","0","5","33","","199","","199","2","20","001","11","77","31","11","82","001","6","16","32","34","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.31","1.64","0.15","0.06","As Expected","001","As Expected","001","14","95","0.56","0.45"
"100288","07","SAINT MARYS HOSPITAL DIALYSIS UNIT","901 45TH ST","","WEST PALM BEACH","FL","33407","PALM BEACH","(561) 882-6470","Profit","Yes","INDEPENDENT","0","24","1","1","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","26","001","0","001","73","1.39","2.52","0.82","001","As Expected","82","92","001","86","001","15","001","","199","64","79","625","17","165","3","10","56","001","17","001","80","698","001","114","1061","10","118","1104","001","12","26","25","21","16","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.68","1.29","0.69","0.74","As Expected","001","As Expected","001","102","502","1.05","0.99"
"102501","07","RENAL CARE GROUP - PENSACOLA","1717 N E ST STE 501","","PENSACOLA","FL","32501","ESCAMBIA","(850) 434-1176","Profit","Yes","RENAL CARE GROUP INC.","1","36","1","1","1","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","37","001","0","001","92","1.33","2.19","0.85","001","As Expected","129","97","001","86","001","87","001","","254","77","109","912","42","343","0","0","58","001","13","001","111","960","001","157","1310","15","165","1335","001","10","24","28","25","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.61","1.36","0.76","0.88","As Expected","001","As Expected","001","152","673","1.08","1.1"
"102502","07","FMC - SOUTH MIAMI","8770 SW 144TH ST","","MIAMI","FL","33176","MIAMI-DADE","(305) 255-3100","Profit","Yes","FRESENIUS MEDICAL CARE","1","22","1","1","1","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","10","001","0","001","62","1.84","3.17","1.13","001","Worse than Expected","99","94","001","82","001","80","001","","254","62","83","663","20","130","0","0","58","001","18","001","90","729","001","142","1187","3","142","1234","001","8","25","29","25","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.89","1.4","0.72","0.87","As Expected","001","As Expected","001","112","585","1.14","1.11"
"102503","07","DADE DIALYSIS CENTER","1601 NW 8TH AVE","","MIAMI","FL","33136","MIAMI-DADE","(305) 324-1727","Profit","Yes","FRESENIUS MEDICAL CARE","0","27","1","0","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","6","001","0","001","31","1.7","3.48","0.9","001","As Expected","61","100","001","82","001","","257","","254","38","105","507","0","0","0","0","59","001","12","001","105","525","001","82","699","2","86","720","001","12","25","27","25","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.94","1.06","0.69","0.46","As Expected","001","As Expected","001","68","350","1.13","0.72"
"102504","07","SOUTH BROWARD ARTIFICIAL KIDNEY CTR","4401 HOLLYWOOD BLVD","","HOLLYWOOD","FL","33021","BROWARD","(954) 962-2211","Profit","Yes","DAVITA","0","30","1","0","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","5","001","0","001","97","1.68","2.77","1.07","001","Worse than Expected","124","100","001","96","001","","257","","254","110","151","1199","0","0","0","0","69","001","10","001","154","1245","001","192","1771","1","200","1820","001","12","38","42","4","5","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.72","1.02","0.71","0.61","As Expected","001","As Expected","001","140","750","1.08","0.8"
"102505","07","CENTRAL FLORIDA KIDNEY CENTERS INC","203 ERNESTINE STREET","","ORLANDO","FL","32801","ORANGE","(407) 843-6110","Non-Profit","No","CENTRAL FLORIDA KIDNEY CENTERS","1","40","1","1","1","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","6","001","1","001","124","","","","199","","28","99","001","92","001","68","001","73","001","102","140","1107","29","235","14","56","47","001","15","001","143","1209","001","185","1618","2","193","1720","001","7","22","26","28","18","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.9","1.39","1.01","0.92","Worse than Expected","001","As Expected","001","192","929","1.36","1.14"
"102506","07","BMA - TAMPA","3242 HENDERSON BLVD #200","","TAMPA","FL","33609","HILLSBOROUGH","(813) 872-0933","Profit","Yes","FRESENIUS MEDICAL CARE","1","16","1","1","1","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","15","001","0","001","41","0.99","2.63","0.41","001","As Expected","57","100","001","76","001","83","001","","254","35","79","426","15","95","0","0","52","001","16","001","86","470","001","88","642","2","93","669","001","9","25","29","23","14","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.99","1.47","0.69","0.78","As Expected","001","As Expected","001","64","343","1.15","1.08"
"102510","07","DIALYSIS ASSOC OF THE PALM BEACHES","2611 POINSETTIA AVE","","WEST PALM BEACH","FL","33407","PALM BEACH","(561) 833-0759","Profit","Yes","DAVITA","0","20","1","0","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","14","001","0","001","43","0.59","2.15","0.19","001","As Expected","56","100","001","91","001","","257","","254","45","90","519","0","0","0","0","70","001","6","001","95","542","001","64","567","1","65","579","001","8","31","46","11","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.9","1.15","0.64","0.59","As Expected","001","As Expected","001","66","323","1.08","0.83"
"102511","07","ORLANDO ARTIFICIAL KIDNEY CENTER","775 GATEWAY DRIVE","SUITE 1010","ALTAMONTE SPRINGS","FL","32714","SEMINOLE","(407) 294-2456","Profit","Yes","FRESENIUS MEDICAL CARE","0","0","1","1","1","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","14","001","0","001","14","0.95","4.85","0.22","001","As Expected","23","","199","","199","63","001","","254","1","3","19","21","140","0","0","","199","","199","3","24","001","32","204","3","28","194","001","8","20","25","27","20","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.29","1.83","0.43","0.36","As Expected","001","As Expected","001","24","98","0.96","0.89"
"102512","07","BMA - GAINESVILLE","1775 NW 80TH BLVD","","GAINESVILLE","FL","32606","ALACHUA","(352) 332-8998","Profit","Yes","FRESENIUS MEDICAL CARE","1","21","1","1","1","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","19","001","0","001","79","0.98","2.1","0.49","001","As Expected","89","97","001","78","001","76","001","","254","64","107","723","25","163","0","0","52","001","18","001","120","825","001","123","926","6","130","988","001","9","25","28","26","12","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.4","1.6","1.07","0.99","Worse than Expected","001","As Expected","001","107","522","1.57","1.27"
"102513","07","FORT MYERS DIALYSIS","4220 EXECUTIVE CIRCLE #38","","FORT MYERS","FL","33916","LEE","(239) 274-3681","Profit","Yes","DAVITA","0","33","1","1","0","1976-09-01 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","11","001","0","001","110","1.1","1.91","0.67","001","As Expected","143","100","001","95","001","83","001","","254","84","171","990","57","420","0","0","42","001","5","001","177","1063","001","185","1476","0","188","1537","001","11","30","40","12","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.82","0.99","0.91","0.63","As Expected","001","Better than Expected","001","166","783","1.26","0.79"
